"Time","Router 1","Router 2","Router 3","Router 4"
2021-03-18 12:15:04,-60,-51,-54,-53
2021-03-18 12:15:04,-61,-51,-55,-53
2021-03-18 12:15:07,-60,-52,-54,-54
2021-03-18 12:15:10,-60,-52,-54,-55
2021-03-18 12:15:12,-61,-51,-54,-54
2021-03-18 12:15:15,-61,-52,-54,-55
2021-03-18 12:15:18,-60,-50,-54,-54
2021-03-18 12:15:20,-60,-50,-54,-54
2021-03-18 12:15:23,-60,-52,-54,-54
2021-03-18 12:15:25,-60,-50,-54,-54
2021-03-18 12:15:28,-60,-52,-54,-54
2021-03-18 12:15:31,-60,-52,-56,-55
2021-03-18 12:15:35,-60,-51,-54,-52
2021-03-18 12:15:36,-60,-52,-54,-54
2021-03-18 12:15:40,-60,-52,-55,-54
2021-03-18 12:15:42,-60,-52,-55,-55
2021-03-18 12:15:44,-61,-51,-54,-55
2021-03-18 12:15:46,-60,-50,-54,-54
2021-03-18 12:15:49,-60,-52,-54,-54
2021-03-18 12:15:52,-61,-52,-55,-54
2021-03-18 12:15:54,-60,-52,-55,-55
2021-03-18 12:15:57,-60,-52,-55,-53
2021-03-18 12:16:01,-60,-52,-54,-54
2021-03-18 12:16:02,-61,-52,-54,-54
2021-03-18 12:16:04,-60,-52,-54,-54
2021-03-18 12:16:07,-61,-51,-54,-52
2021-03-18 12:16:10,-60,-52,-54,-54
2021-03-18 12:16:12,-61,-52,-54,-54
2021-03-18 12:16:15,-61,-52,-55,-55
2021-03-18 12:16:17,-60,-52,-55,-54
2021-03-18 12:16:20,-61,-52,-54,-54
2021-03-18 12:16:22,-60,-52,-54,-54
2021-03-18 12:16:25,-61,-52,-54,-52
2021-03-18 12:16:27,-61,-52,-54,-54
2021-03-18 12:16:30,-61,-51,-53,-54
2021-03-18 12:16:32,-61,-50,-51,-54
2021-03-18 12:16:35,-61,-52,-54,-54
2021-03-18 12:16:37,-61,-52,-54,-54
2021-03-18 12:16:40,-61,-52,-54,-54
2021-03-18 12:16:43,-61,-51,-54,-53
2021-03-18 12:16:45,-60,-52,-55,-51
2021-03-18 12:16:48,-61,-51,-54,-54
2021-03-18 12:16:50,-61,-52,-54,-54
2021-03-18 12:16:53,-61,-51,-54,-54
2021-03-18 12:16:55,-60,-52,-54,-54
2021-03-18 12:16:58,-60,-49,-54,-54

